0.040000,0.960000
0.010000,0.990000
0.000000,1.000000
0.000000,1.000000
0.000000,1.000000
0.000000,1.000000
0.000000,1.000000
0.000000,1.000000
0.010000,0.990000
0.040000,0.960000
0.000000,1.000000
0.000000,1.000000
0.020000,0.980000
0.000000,1.000000
0.000000,1.000000
0.000000,1.000000
0.000000,1.000000
0.050000,0.950000
1.000000,0.000000
1.000000,0.000000
1.000000,0.000000
0.980000,0.020000
1.000000,0.000000
1.000000,0.000000
0.990000,0.010000
1.000000,0.000000
0.940000,0.060000
1.000000,0.000000
0.990000,0.010000
1.000000,0.000000
1.000000,0.000000
0.860000,0.140000
1.000000,0.000000
0.920000,0.080000
1.000000,0.000000
1.000000,0.000000
0.370000,0.630000
